AssessmentYear,FishStock,Year,StockDescription,ICES_Areas_splited_with_character_,SpeciesName,StockSize,StockSizeUnits,CatchesLadingsUnits,Landings,Catches,FishingPressure,Blim,FMSY,MSYBtrigger,FupperWithAR,FupperWithoutAR,FlowerWithoutAR,FlowerWithAR
2020,cod.27.47d20,1988,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,110252,tonnes,tonnes,191298,205961,1.01,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1989,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,102131,tonnes,tonnes,138148,178693,1.02,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1990,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,89061,tonnes,tonnes,115017,138279,0.96,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1991,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,87527,tonnes,tonnes,102081,117936,0.95,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1992,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,83873,tonnes,tonnes,107985,139496,0.95,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1993,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,84866,tonnes,tonnes,129588,158114,0.95,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1994,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,91184,tonnes,tonnes,106617,149349,0.96,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1995,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,104979,tonnes,tonnes,130305,161684,0.99,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1996,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,105387,tonnes,tonnes,130604,151419,1,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1997,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,90973,tonnes,tonnes,131827,175753,0.98,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1998,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,90540,tonnes,tonnes,144536,185492,1.01,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,1999,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,76807,tonnes,tonnes,94723,107715,1.05,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2000,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,57987,tonnes,tonnes,73004,89239,1.05,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2001,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,56600,tonnes,tonnes,44560,56027,0.98,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2002,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,51327,tonnes,tonnes,53241,64390,0.93,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2003,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,53034,tonnes,tonnes,31030,35659,0.91,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2004,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,42657,tonnes,tonnes,27266,34723,0.86,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2005,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,45758,tonnes,tonnes,29727,41034,0.8,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2006,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,42682,tonnes,tonnes,22442,31358,0.75,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2007,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,74120,tonnes,tonnes,23762,52339,0.7,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2008,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,81504,tonnes,tonnes,26895,51927,0.68,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2009,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,86915,tonnes,tonnes,32991,54188,0.68,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2010,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,85417,tonnes,tonnes,36029,48291,0.6,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2011,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,91220,tonnes,tonnes,34042,44197,0.5,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2012,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,88072,tonnes,tonnes,32527,40056,0.47,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2013,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,93409,tonnes,tonnes,30870,41614,0.46,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2014,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,98484,tonnes,tonnes,34816,45622,0.47,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2015,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,109640,tonnes,tonnes,38080,51093,0.46,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2016,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,108512,tonnes,tonnes,38794,51421,0.47,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2017,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,97868,tonnes,tonnes,38522,47535,0.52,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2018,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,88071,tonnes,tonnes,40082,48315,0.64,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2019,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,65581,tonnes,tonnes,33385,37659,0.64,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.47d20,2020,Cod (Gadus morhua) in Subarea 4. Division 7.d. and Subdivision 20 (North Sea. eastern English Channel. Skagerrak),27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,Gadus morhua,55725,tonnes,tonnes,NA,NA,NA,107000,0.31,150000,NA,0.46,0.198,NA
2020,cod.27.6a,1981,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,44062,tonnes,tonnes,23865,24168,0.667,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1982,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,43237,tonnes,tonnes,21511,22082,0.713,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1983,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,36446,tonnes,tonnes,21305,21502,0.782,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1984,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,30955,tonnes,tonnes,21272,21601,0.861,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1985,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,25764,tonnes,tonnes,18607,19570,0.926,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1986,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,22032,tonnes,tonnes,11820,12083,0.871,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1987,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,24596,tonnes,tonnes,18971,21359,0.91,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1988,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,27227,tonnes,tonnes,20413,20781,0.91,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1989,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,25277,tonnes,tonnes,17169,19245,0.934,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1990,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,19418,tonnes,tonnes,12175,12746,0.861,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1991,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,16295,tonnes,tonnes,10927,11549,0.896,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1992,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,14411,tonnes,tonnes,9086,10865,0.893,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1993,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,14297,tonnes,tonnes,10314,10453,0.886,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1994,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,14043,tonnes,tonnes,8928,9589,0.883,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1995,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,13142,tonnes,tonnes,9439,9580,0.903,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1996,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,11104,tonnes,tonnes,9427,9490,0.944,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1997,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,9386,tonnes,tonnes,7034,7533,0.973,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1998,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,9224,tonnes,tonnes,5714,6252,0.97,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,1999,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,7771,tonnes,tonnes,4201,4270,0.971,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2000,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,6607,tonnes,tonnes,2977,3798,0.963,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2001,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,7025,tonnes,tonnes,2347,2439,0.988,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2002,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,6537,tonnes,tonnes,2243,2723,1.001,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2003,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,5303,tonnes,tonnes,1292.3,1352.7,1.037,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2004,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,3686,tonnes,tonnes,572.8,650.7,1.066,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2005,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,2600,tonnes,tonnes,516.1,570.4,1.073,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2006,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,2466,tonnes,tonnes,504,965,1.049,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2007,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,3101,tonnes,tonnes,514.7,2165.6,1.02,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2008,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,3177,tonnes,tonnes,561.3,1598.1,1.028,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2009,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,2578,tonnes,tonnes,284.3,1571.7,1.091,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2010,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,2953,tonnes,tonnes,358.1,1932.8,1.034,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2011,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,3868,tonnes,tonnes,341.1,4207.6,1.014,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2012,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,3900,tonnes,tonnes,226.6,2140.8,0.875,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2013,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,4022,tonnes,tonnes,265.8,2136.2,0.805,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2014,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,4992,tonnes,tonnes,394.4,3763.6,0.743,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2015,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,6227,tonnes,tonnes,528.2,3026.4,0.699,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2016,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,6581,tonnes,tonnes,608.6,2108,0.691,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2017,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,5895,tonnes,tonnes,675.4,4194.8,0.785,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2018,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,3980,tonnes,tonnes,990.4,3419,0.894,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2019,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,2448,tonnes,tonnes,2060,2264.151,1,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6a,2020,Cod (Gadus morhua) in Division 6.a (West of Scotland),27.6.a,Gadus morhua,2213,tonnes,tonnes,NA,NA,NA,14376,0.3,20126,NA,0.49,0.18,NA
2020,cod.27.6b,1984,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1023,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1985,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1986,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1987,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1298,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1988,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1886,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1989,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,549,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1990,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1349,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1991,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1596,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1992,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1993,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1994,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,661,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1995,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,1031,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1996,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,775,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1997,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,962,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1998,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,660,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,1999,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,659,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2000,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,572,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2001,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,334,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2002,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2003,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2004,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2005,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2006,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2007,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2008,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2009,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2010,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2011,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2012,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2013,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2014,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2015,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2016,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2017,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2018,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,cod.27.6b,2019,Cod (Gadus morhua) in Division 6.b (Rockall),27.6.b.1 ~ 27.6.b.2,Gadus morhua,NA,tonnes,tonnes,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,cod.27.7a,1968,Cod (Gadus morhua) in Division 7.a (Irish Sea),27.7.a,Gadus morhua,NA,NA,tonnes,8541,9826,NA,NA,NA,NA,NA,NA,NA,NA
